buildId,date,jobId,execution,module,test,delta_broken,delta_testcases,delta_skipped,warning
401916976,Mon Jul 09 19:29:37  2018,401916978,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Jackson Provider,org.jboss.resteasy.test.nextgen.providers.jackson.JacksonTest,-5,5,0,true
401916976,Mon Jul 09 19:29:37  2018,401916979,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Jackson Provider,org.jboss.resteasy.test.nextgen.providers.jackson.ProxyWithGenericReturnTypeJacksonTest,-1,1,0,true
401916976,Mon Jul 09 19:29:37  2018,401916979,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Jackson Provider,org.jboss.resteasy.test.nextgen.providers.jackson.JacksonTest,-5,5,0,true
401916976,Mon Jul 09 19:29:37  2018,401916980,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Jackson Provider,org.jboss.resteasy.test.nextgen.providers.jackson.ProxyWithGenericReturnTypeJacksonTest,-1,1,0,true
401916976,Mon Jul 09 19:29:37  2018,401916980,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Jackson Provider,org.jboss.resteasy.test.nextgen.providers.jackson.JacksonTest,-5,5,0,true
401916976,Mon Jul 09 19:29:37  2018,401916981,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Jackson Provider,org.jboss.resteasy.test.nextgen.providers.jackson.ProxyWithGenericReturnTypeJacksonTest,-1,1,0,true
401916976,Mon Jul 09 19:29:37  2018,401916981,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Jackson Provider,org.jboss.resteasy.test.nextgen.providers.jackson.JacksonTest,-5,5,0,true
401916976,Mon Jul 09 19:29:37  2018,401916983,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Jackson Provider,org.jboss.resteasy.test.nextgen.providers.jackson.ProxyWithGenericReturnTypeJacksonTest,-1,1,0,true
401916976,Mon Jul 09 19:29:37  2018,401916983,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Jackson Provider,org.jboss.resteasy.test.nextgen.providers.jackson.JacksonTest,-5,5,0,true
407283596,Mon Jul 23 18:34:40  2018,407283597,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Main testsuite: Unit tests,org.jboss.resteasy.test.providers.PriorityEqualityTest,-2,0,-2,true
407283596,Mon Jul 23 18:34:40  2018,407283598,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Main testsuite: Unit tests,org.jboss.resteasy.test.providers.PriorityEqualityTest,-2,0,-2,true
407283596,Mon Jul 23 18:34:40  2018,407283599,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Main testsuite: Unit tests,org.jboss.resteasy.test.providers.PriorityEqualityTest,-2,0,-2,true
407283596,Mon Jul 23 18:34:40  2018,407283600,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Main testsuite: Unit tests,org.jboss.resteasy.test.providers.PriorityEqualityTest,-2,0,-2,true
407283596,Mon Jul 23 18:34:40  2018,407283601,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Main testsuite: Unit tests,org.jboss.resteasy.test.providers.PriorityEqualityTest,-2,0,-2,true
407283596,Mon Jul 23 18:34:40  2018,407283602,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Main testsuite: Unit tests,org.jboss.resteasy.test.providers.PriorityEqualityTest,-2,0,-2,true
410965654,Wed Aug 01 19:30:34  2018,410965656,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Main testsuite: Integration tests,org.jboss.resteasy.test.tracing.JsonFormattedTracingInfoTest,-1,0,-1,true
410965654,Wed Aug 01 19:30:34  2018,410965657,$ mvn -B -fae -Dserver.version=$SERVER_VERSION install,RESTEasy Main testsuite: Integration tests,org.jboss.resteasy.test.tracing.JsonFormattedTracingInfoTest,-1,0,-1,true
