buildId,date,jobId,execution,module,test,delta_broken,delta_testcases,delta_skipped,warning
340291665,Sun Feb 11 23:59:42  2018,340291666,$ if [ "$SPRING_PROFILES_ACTIVE" = 'travis' ]; then ./src/main/scripts/ci/check-build-and-verify.sh; else ./src/main/scripts/ci/check-build-and-verify.sh --only-integration-tests; fi,SingleModuleBuild,TestSuite,-2,0,-1,true
